Writer	Rate	Date	Contents
Imke Schipper	5	September 28, 2020	It’s really a good game, fascinating.
돈문식	5	September 28, 2020	I would play this game all day every day.
Courtney Doyle	5	September 28, 2020	It's rare to see such a fun and unique game
Wyleman Aneel	5	September 28, 2020	Beautiful characters, high quality, really nice
Vasichev Jeslynn	5	September 28, 2020	Thank you for creating such a beautiful game!
Fehner Kadijha	5	September 28, 2020	Really feel that fun , worth recommending
Felix Huidu	5	September 28, 2020	Great one!
Aaron Garcia	5	September 28, 2020	Super nice!
Ahmad Masood	5	September 28, 2020	Fun and exciting.
Esther Christiansen	5	September 28, 2020	My kids love this game, too.
Samia Mahmud	5	September 28, 2020	Cool!!
Thiese Hence	5	September 28, 2020	You have to be really focused and pay attention to details while playing this game! So fun!
Salahudeen Balogun	5	September 28, 2020	COOL!!!!
Simao Ramos	5	September 28, 2020	The design of this game feels really great.
Erik Bagge	5	September 28, 2020	The gameplay and the picture are not bad
Sophia Jones	5	September 28, 2020	Cool style and fun content! Really enjoy the game!
Arthur Jackson	5	September 28, 2020	Really unique style. Keep it up and the game will be successful.
Laura Costa	5	September 28, 2020	Very fun gameplay, a little brainy and fun
Paolillo Nathyn	5	September 28, 2020	That's so amazing! The characters in the game are very cute.
Maia Hepworth	5	September 28, 2020	I don't know why I like it.I just like it.
Melanie Guyot	5	September 28, 2020	so fun!
Harrison Martin	5	September 28, 2020	Game itself is interesting, the art design and music add more fun to it!
Rayer Sarne	5	September 28, 2020	In my opinion this could be my favorite game ever.
Salman Khawaja	5	September 28, 2020	It takes some strategic mind to form your army,
Anjana Giri	5	September 28, 2020	Very eye-pleasing.
Juliette Lambert	5	September 28, 2020	Beautiful and creative, so cool.
Constant Blanchard	5	September 28, 2020	Great!!!
Nathan Fleury	5	September 28, 2020	Very impressed by the historical battle scenes in the game. They look so realistic.
Ruel Cabonce	5	September 29, 2020	Why after downloading the update the game won't open?
Cason Jesmin	5	September 29, 2020	Historical and realistic scenes are really intriguing.
Bernhard Maier	5	September 29, 2020	The details in the game are very thoughtful.
Cash Williams	5	September 29, 2020	Really cool!
Billy Klyne	4	September 29, 2020	It has potential to be a great strategy game
Minahil Bukhari	5	September 29, 2020	Cool! Great for excersing your eyes and brain.
Titrit Mezyan	5	September 29, 2020	Cool...very cool.
Laura Huber	5	September 29, 2020	Nice one!
Entela Musaj	5	September 29, 2020	It is really a very good mobile phone game!
Ryan Guy	1	September 29, 2020	Customer service is terrible, 2 days without access to my account.. multiple messages, very little replies.
Shreya Kapoor	5	September 29, 2020	Very realistic war and battle scenes. Great effort!
Diya Yadav	5	September 29, 2020	Have a good sense of accomplishment
Trinity Kitto	5	September 29, 2020	Fun!!!!!
Royson Tyann	5	September 29, 2020	It's pretty cool!
Nikolaj Madsen	5	September 29, 2020	Smooth running performance! not bad at all.
Rishika Mehra	5	September 29, 2020	A very nice war-topic mobile game!
Karina WieczorekK	5	September 29, 2020	Good
Luigi Sanna	5	September 29, 2020	Perfect for busy people like me. It doesn't take long to complete the tasks.
Fairholme Seibert	5	September 29, 2020	I personally like this type of game, great!
Ioanina Uglar	5	September 29, 2020	The only thing that's stopping me from playing this game is the time needed for energy to refill lol
Mamata Ranjit	5	September 29, 2020	Cool game!
Geta Rapeanu	5	September 29, 2020	SO many suprising details hidden in the game! Really cool!
Kiera Hughes	5	September 29, 2020	Players of all age range can play.
Diana Monteiro	5	September 29, 2020	Very user friendly. All players can play.
Edess Jamita	5	September 29, 2020	Cute game!
Mouad Ahelluc	5	September 29, 2020	Cool game! I would reccommend to my friends.
Alicia Gerard	5	September 29, 2020	My coworkers are players this game. It seems like I have to join them as well. So I did lol
Eduardo Marin	5	September 29, 2020	Love it!!!
Samia Rahman	5	September 29, 2020	It’s fun and smooth to play, really good~
Alisa Parn	5	September 29, 2020	I wish I have a bigger screen for my phone lol There are so many small details in this game that are super awesome!
Ayesha Uddin	5	September 29, 2020	Diverse gameplay, not boring at all.
Arina Jakobson	5	September 29, 2020	The art design of this game is so nice!
Maheen Chaudhry	5	September 29, 2020	Nice!
Frida Ekman	5	September 29, 2020	Let's recommend everybody to play this game.
Syrine Lecomte	5	September 29, 2020	suitable for general players to play. Doesn't recquire skills, it only recquires focus and paying attention.
John Emerson Chua	1	September 29, 2020	Nice game ONLY when it was introduced... Or changed conpany and updated IN THE MIDDLE OF EVENT (clever huh?!?)... Now under new company everyday it has minor issues that can piss you every morning... Instead of releasing you stress, it creates more stress to the player.. You can die of HIGH-BLOOD PRESSURE or even CARDIAC ARREST.. Now i make review while the WARPATH TEAM FIX THE ISSUE because i cannot log-in to the game...
Pemba Tamrakar	5	September 29, 2020	Interesting and exciting, I am addicted to this game!
Ayesha Hadi	5	September 29, 2020	Looking forward to the updates.
Tapani Mottola	5	September 29, 2020	Very special game, it is not boring to play.
Jasmine Parker	5	September 29, 2020	Good taste of the game!
Mouad Amghar	5	September 29, 2020	Very special game, it is not boring to play.
Linnitt Zymir	5	September 29, 2020	I play this game every day after I finish my homework from school. Very safisfying.
Aradhya Rathore	5	September 29, 2020	You can see lots of cool details in this game! Great effort!
Gerarod Hernandez	5	September 29, 2020	This game is brilliant and cool.
George Owen	5	September 29, 2020	It gives me a place to relax and have fun. Good!!!!
Lou Bertrand	5	September 29, 2020	Great
Marcin Krawczyk	5	September 29, 2020	This game is really fun. I like it lol
Sophia Chaves	5	September 29, 2020	cool
Stine Rasmussen	5	September 29, 2020	A refreshing strategic game! Really nice!
Mille Petersen	5	September 29, 2020	This game is really fun. I like it lol
Eric Garcia	5	September 29, 2020	Nice game...
Claudia Sofia	2	September 29, 2020	Too many bugs. Messed up production glitch. All this happened after update.
Tapani VirtanenT	5	September 29, 2020	Fun and good game
Erkki Siren	5	September 29, 2020	This game is my jam! Nice!
문인성	5	September 29, 2020	Story is good, I hope the game will be popular
Silya awragh	5	September 29, 2020	Rich and interesting, not boring at all.
Andresser Tanajha	5	September 29, 2020	a game that can be played during breaks
Michal Krupa	5	September 29, 2020	I love it! It's a really good game.
Andreas Poulsen	5	September 29, 2020	Highly reccommended
Elkin Moreno	5	September 29, 2020	Love the graphic design in the game.
Ava Robinson	5	September 29, 2020	It’s very smooth and fun.
Sophia Molina	5	September 29, 2020	Good game!
Redgate Amadis	5	September 29, 2020	realistic and full of historic details
Daniele Bianco	5	September 29, 2020	Not bad at all, gotta give my support!
Gilbank Oren	5	September 29, 2020	love it!
Laura vanDoorn	5	September 29, 2020	Realistic art design! Great effort!
Beynke Ladavian	5	September 29, 2020	Waiting for the connection every day
Sabbir Talukdar	5	September 29, 2020	I totally love this game
Kristiina Mottola	5	September 29, 2020	Love the graphic design in the game.
Arne Ahmed	5	September 29, 2020	In my opinion this is my favorite game ever.
Jyri Jokinen	5	September 29, 2020	It's a fun game.Don't miss it!
Uendi Myftiu	5	September 29, 2020	The weapon designs are so cool!
Larisa Purcarete	5	September 29, 2020	The content is rich.
Fritz Baumann	5	September 29, 2020	My friends love it too.
Rennels Tasja	5	September 29, 2020	It's a very unique game with facinating war scenes and hight interactive modes. Very nice!
Balffye Dessire	5	September 29, 2020	It's so fun that I can't stop playing.
Josefine Petersen	5	September 29, 2020	Currently satisfied
Marc Reiter	5	September 29, 2020	The visual design is beautifully done!
Eastlake Alcides	5	September 29, 2020	It’s great if the game can hold more events.
Tejas Tata	5	September 29, 2020	My mate! Beautifully done!
Vincenzo Russo	5	September 29, 2020	This game is so addictive!
Grete Puusepp	5	September 29, 2020	so funnnnnnn!!
Sara Huber	5	September 29, 2020	Great game! so many different battle scenes! Very rich in content!
James Wilson	5	September 29, 2020	Very fun, strong support! (^_^)v(^_-)
Merrifield Nedine	5	September 29, 2020	I'm impressed. Great game!
Arlind Duro	5	September 29, 2020	The game style is well designed
Alex Sanchez	5	September 29, 2020	So addictive!
Gabriel Quintero	5	September 29, 2020	This game is really fun. I like it!
Johan Strand	5	September 29, 2020	Facinating graphic and nice storyline.
Cedricave Catindig	1	September 29, 2020	CS dont reply fast game is good but support sucks
Malou Nielsen	5	September 29, 2020	Love the graphic design of this game!
Sanjida Uddin	5	September 29, 2020	at last
TERRABYTEONE TB1	1	September 29, 2020	Why does it keep asking me yo download new app? I did, you then go back to app n it plays...
Carlos Barboza	5	September 29, 2020	Great game, worth downloading.
Louise DeSmedt	5	September 29, 2020	This game is so addictive.
Pike Amro	5	September 29, 2020	Can the god of luck take care of me?
Ben Anderson	5	September 29, 2020	The picture is great and fun
Tabbitt Marleyna	5	September 29, 2020	Okay
십효린	5	September 29, 2020	Super cool!!
Valdemar Poulsen	5	September 29, 2020	The game is a lot of fun and interesting
Duncanson Doniven	5	September 30, 2020	Fun game!
Anna Young	5	September 30, 2020	New games, please support me a lot.
Yu Jou Chang	5	September 30, 2020	Recommended to all players.
Pascal Schneider	5	September 30, 2020	Need more uncover more elves!
Joanna Mazur	5	September 30, 2020	Very interesting game,l love it .
Rishika Malhotra	5	September 30, 2020	Form your own alliance.
Saba Kayani	5	September 30, 2020	Fun fun game
Hiba Khan	5	September 30, 2020	The game is fun and fun，it is recommended
Neelam Bhatta	5	September 30, 2020	Great game!
Benedikt Bauer	5	September 30, 2020	Random opponents, exciting and fun
Ronja Liljegren	5	September 30, 2020	Super realistic love it!
Nurul Rahman	5	September 30, 2020	Nice game!
Sandy Lee	5	September 30, 2020	love the game style!
Faizan Hashmi	5	September 30, 2020	The game is very fun.
Amelia Thompson	5	September 30, 2020	Gotta give support to this awesome game!
Marcin Palejko	1	September 30, 2020	Probably the worst customer service you can think of. Every update makes game worst and last update just destroyed this game. Either can't login in to game or your account is missing and you have to start over. And again, no support from devs at all, they don't even bother to answer your messages. I think one star is still to much. Don't waste your time
Sanjida Hussain	5	September 30, 2020	The game content is rich and fun!
Kryska Jabbaar	5	September 30, 2020	Various events, nice!
Justine Rodriguez	5	September 30, 2020	Very fun and easy to perform!
Haider Khawaja	5	September 30, 2020	I hope that the game will be better and smoother.
Hayden Mustoe	5	September 30, 2020	Can't stop palying!!
Najafian Atahan	5	September 30, 2020	Not bad to play
Wojciech Szewczyk	5	September 30, 2020	The graphics of this game look great!!!
Ilkka Hamalainen	5	September 30, 2020	Realistic in bringing real historical events and weapon designs. Really cool!
George Aguilar	5	September 30, 2020	real-time battle is so exciting!
Aggott Melesia	5	September 30, 2020	Enjoy the process of battling!
Afonso Azevedo	5	September 30, 2020	Love it .Good time killer.
Pitfield Shaileen	5	September 30, 2020	Smooth gameplay.
Michael Brown	5	September 30, 2020	The game is good, the picture looks nice!
Marjut Virtanen	5	September 30, 2020	Fun game
Lidell Prenell	5	September 30, 2020	Great effort.
Abdel Mezyan	5	September 30, 2020	Love the war scene in the game!
Jollands Ferdinando	5	September 30, 2020	Worth playing.
Benjamin Kristensen	5	September 30, 2020	Handy
Tanirt Ameqran	5	September 30, 2020	it’s really fun to play
Dominik Auer	5	September 30, 2020	Great game!
Mohit Ranabhat	5	September 30, 2020	Fun and fun! go download now.
Carslaw Arfan	5	September 30, 2020	Dope game!
Charvi Kadam	5	September 30, 2020	This game is so addictive! Love it!
Bailey Hunter	5	September 30, 2020	Fun to play with friends.
Amine Mezyan	5	September 30, 2020	so many realistic army units! so cool!
Forri Feffrey	5	September 30, 2020	Good gameplay, easy to play, great game
Milana Semenov	5	September 30, 2020	Very rich in content! Dope!
Mus MAL	5	September 30, 2020	Good!!!! I love this game
soyad ullah	2	September 30, 2020	lovely geme
Ian Austin	2	October 1, 2020	Its updated and now its started right at the beginning again!
SourHero -Gaming	4	October 1, 2020	I have one question. My friend is from Hungary 🇭🇺 and he cant play the game, it won't let him download the game. Why is that?. Trying to find out for him.
Chris S	5	October 1, 2020	Good graphics
The DarkGamer	1	October 1, 2020	Downloaded this game and couldn't even create a new account and I find it weird that this game has almost 100% 5 star ratings when clear just by looking at all reviews that this game has a lot of 1 star reviews that aren't even being considered in the rating you have to scroll further down to see all the negatives reviews, and yes I have tried uninstalling this game and all data that has come with it and still just stuck on the create an account screen
Lucas .y	5	October 1, 2020	I don't know what am I doing cuz I am now downloading to see whether it's a bad game or its a good game 🤣☺️
Paul Saunders	1	October 1, 2020	App doesn't open, stuck on opening splash screen
micros112	1	October 1, 2020	The game forces colorful unrealistic named squadlearders on to you that you might not want and railroads you to play the allied prospective of ww2. Severely disappointing
Scott Keeling	1	October 1, 2020	Device not supported
Freeboy 9908	4	October 1, 2020	It's good, but it's drain my battery very fast. I hope you can fix it 🤓
FLYING PIZZA	1	October 1, 2020	It says game not supported on this device, try a different divice. real shame that a Huawei y6 from 2018 isn't supported to run a 2020 game. So disappointed for what looked like a great game.
BOSSKUR GAMING	5	October 2, 2020	I can't download 😣😭
Ben Potkins	1	October 2, 2020	Played for ages with previous developer, game transferred across and hasn't worked since, had contact from dev, but has made no difference, a shame as put lot of time into building up base and now gone. Very disappointing.
sonia buldaho	1	October 2, 2020	Its a waste of space you can't even get in on mobile!!
Mohamad Gh	5	October 2, 2020	بازی خوبیه.کمی با بقیه بازی های استراتژیک تفاوت داره.حس بازی های استراتژیک کامپیوتری رو القا میکنه
Tracy Mann	1	October 2, 2020	I hate that you need the right device to play this game. I haven't played it yet but I am giving it one star.
tj dumlao	5	October 2, 2020	Cant login after update. Refund my money
Gavin Silver	1	October 2, 2020	Not. Supported on my device Pleas sor that device is huawei y6 2018
BNHA OVERHAUL	1	October 2, 2020	I can't play it
Chinese Timothy Mission - CTM	2	October 2, 2020	韩关系等6等
DeWhiteRabbit	5	October 2, 2020	Its amazing. The map discovery is based on you. And its real-time. Only one complaint, the recharge for energey is kinda slow. I wish it was five minutes for one instead
Wind Walker	1	October 2, 2020	Garbage downloaded on iPad then when I open it tells me the game is not compatable with my device waste of time
Vault Boy	5	October 2, 2020	I wish you could choose different countries.
paul john Kennedy	1	October 2, 2020	No idea what's going on here , play for a bit , just start to get the hang of things then bang , update , stops working, 3 times now , and now won't work at all.
A Haque	5	October 3, 2020	Andrews said of your family members Taylor swift has 4PM to work tonight at moments taking a lot more than a day of your life with her husband
Daniel Ciuca	3	October 3, 2020	Because I like to play this game okay
Paul Sherlock	1	October 3, 2020	Complete rubbish
Beter Briffin	1	October 3, 2020	Where is USSR missions?
batfinkisking	4	October 3, 2020	When you fully upgrade a tank in the part section you have to have three to make a new tank I'd rather when you fully upgrade you can make new tank other wise amazing game and I recommend it to you😆
Norlisah Abdulrauf	1	October 3, 2020	"Tutorial upto level 5 is too long.. it felt like the game itself and i was only needed to be the ""button presser"".. not my kind of game.. verdict uninstall"
Steve Blackmore	2	October 3, 2020	keeps crashing not worth your time. it could be good if it didn't crash
Bailey Hayes	1	October 3, 2020	Wow I see ads for this awesome game I downloaded it and what do you know it's not supported for my phone what a big disappointment.... Screw you
Stefan Karnowski	3	October 3, 2020	Not for me
Shirley Yeong	2	October 3, 2020	wow 😲
Yusry Yuss	5	October 3, 2020	Very good game, But please help me here.. After successfull payment i still not get my item. please fix the technical issue, thank you.
Oscar Rotton	5	October 3, 2020	tried to play. not my cup of tea having to keep up the research.. just pressing buttons for no reason. thx for trying
MTFsoldier	1	October 3, 2020	Why do I need to click everything!? Edit: the tutorial you need to make it shorter it feels like your forceing my hand I think there should be an option to skip the tutorial or just 2 separate tutorials one for experienced players which tells them about the important mechanics and the 2nd one for people who don't know how to play strategy games
Tommy Bacon	4	October 3, 2020	Just had a few adverts pop up for this and noticed in one of them you use the voice sounds from Command and Conquers Red Alert 2, caught my interest but doesn't that surely break some copyright regulations? Anyway installed the game and it wasn't what I expected. Thought there would be a single player campaign driven story but its just another one of these base builder type games. Fun enough but just doesn't feel right for me. Sure others would love the online competitive nature though.
Hubert Gugnscki	5	October 3, 2020	It those not work for android phones plz fix
Ivan Luka Radobuljac	1	October 3, 2020	The gameplay is wrong and the graphics are bad
DAVID THOMAS	1	October 3, 2020	Doesn't work on huawei
RON DAVIES	5	October 3, 2020	Love it, but I didn't find it fun. And boring mind numbing rubish spent alf hour downloading it. Joking it was amazing
Shaun Smith	5	October 3, 2020	Great game too play
Linda Cummins	5	October 3, 2020	Another generic game
DARWISY WAFFE	2	October 3, 2020	This Game Are Not History Accurate I'm don't Care About Anything about Pay2win Concepts But The Experience are Doesn't Worse My Time Perhaps Developer Make Some Historical Accurate Map Such as Stalingrad, Berlin And Many More The Most Worst Thing You Can't Play as Axis I Guess
John	1	October 4, 2020	1 star because the videos that lured me were not of the game.
Smith	1	October 4, 2020	False advertising, ad audio stolen from Command and conquer and game the was developed by Westwood studios and owned by Electronic Arts.
Jeffrey Clement	1	October 4, 2020	Why oh why do you put up ads that have nothing to do with your game. They obviously look way better then the game. And the game is nothing short of a dissapointment.
Richard Gooch	5	October 4, 2020	Its actually a pretty decent game barring the few bugs
Adam Khan	1	October 4, 2020	Dumb mobile game
Patrick Andres	1	October 4, 2020	The game should have balance among the players high level player must be banned from attacling newbies and low level players because they're ruining the fun they bullies newbies that make them quit the game. These kind of players must be punish i jope devs will listen to this because you will lose playees if these bullying of newbies keep going
Sam Cook	1	October 4, 2020	(BEWARE) So I have played this game for 4 months now and it was a great game. (BUT) The previous owners of this game have now (SOLD THE GAME) a few weeks back. The new company that has taken over have absolutely destroyed the game! now the game is full of bugs and glitches! It's a horrible experience to play. The customer service is now also dreadful! They are no help at all! I'd strongly advise to stay away from this game and dont waist your time or money on it.
Banana Split	5	October 4, 2020	The game is very fun. I have a few suggestions 1) The timer for stamina should be reduced because it take too long to wait. It take like a day to fully regenerate the stamina and that is too long. 2) Add more commander. The current commander does not enough to to fully command a five army camp troops. 3)Make the troops coupons easier to get. It actually kinda hard to get a new troop. Overall the game is really fun to play. Can't wait to what new update will bring.
Piotr L	1	October 4, 2020	Everything was fine until I saw in the campaign battle of Moscow the Russian character with the Polish flag on his arm. This is highly offensive as Soviet Russia was occupant of Poland as much as Nazis. Polish militia with polish flag armband would fight both soviets and nazis. Even after war when Soviets occupied Poland there was resistance against Soviet oppression and communist puppet state they have installed. For Poland WW2 really finished in 1989 and in 1993 the last soviet troops left.
Neil Quinn	1	October 4, 2020	Same as every other strategy game. Zero originality and zero thought. Also as every other one you get to a certain point and need to pay or lose. AVOID this waste of a game.
Douglas Dunn	5	October 4, 2020	There was a bit of a problem transitioning my account from the old game to the new game but it was worth it. The gameplay and controls are as good as always and the artwork and tank info is great too. Overall a definite five stars.
Wanz Cornetto	1	October 5, 2020	New update destroy it alk
Eric Koolbanis	5	October 5, 2020	Brilliant re-work of a classic mobile game style
Peter Ali	1	October 5, 2020	Wast of time not enough tutorial to show you how to proceed
Thomas Bravard	2	October 5, 2020	Unresponsive to commands, and a pay to play. Needs improvement.
Rob L	1	October 5, 2020	Why are you advertising with videos of the pc game men of war.. is your game that bad you cant actually use footage from it? This sort of advertising needs to be stamped out by google !!
Paul Kendrick	1	October 5, 2020	Absolutely nothing like the video ads, don't waste your time on bogus advertisement as this game is rubbish
Zakwan Hakim	5	October 5, 2020	✌️😁😁good
Raymark Mendoza	4	October 5, 2020	Still have some bugs but it is close to how it used to be, except for the officer skill upgrade
A Google user	1	October 5, 2020	Not ss the ads in the slightest, just another 'build an empire' game.
Damian Nogal	4	October 6, 2020	I was playing for a mont like crazy... I met awesome people we started alliance and I had fun... and know I updated a game and I CAN'T FAAAKING LOG IN! You have no idea how much angry I'm now... month of time into the drain :( thanks new developers.... Go to hell... Well it's little bit better now but still long way to go
dragon angel609	3	October 6, 2020	Good game needs money to get higher and better in the game also bugs in the game
macari law	1	October 6, 2020	tried to play, but game wasn't supported on any of my android devices, so why is it on google play
Duncan Edwards	1	October 6, 2020	So, Germany is renamed Raven and Japan is renamed Japan? Talk about racist BS. Recreate historical battles but rename Germany as we don't want to insult them but screw the Japanese? Is it because they aren't white? Rename one, rename all.
LANUN PUAKA	1	October 6, 2020	Before dev lilithgames. My account gone when changing dev
enzovirus	1	October 6, 2020	Do not download, ads use soundbites and units from Command and Conquer Red Alert 2 (one of the most love strategy games ever) but doesn't actually have them in game. A poor attempt to use items from Westwood Studios/EA.
Kevin Showers	1	October 6, 2020	This game won't stop spamming me to play it every ad from other games over and over yet I hate this type of game.
Arjun Sarin	5	October 6, 2020	NICE!
Alexa Chaves	5	October 6, 2020	Really exciting and fun! Don't you play?
Erik Jorgensen	5	October 6, 2020	Best game ever!!!
Mohd Ashraff	3	October 6, 2020	Recharge problem....I recharge on this game twice and my money already deducted but I didn't get what I recharge for ? And how can I get what I recharge?iv got transaction resit
Gary K	5	October 7, 2020	Really good immersive fun . I'm in a great alliance & the battles are long & intense & there's always lots of goals to aim for & things to do . A huge array of units to obtain & many ways of improving them . I have spent a small amount of money but it's not essential . Overall 10/10
H Hmossy	5	October 7, 2020	It's a very good game that is quite fun to play
Sharaz Arshad	1	October 7, 2020	Wow great handover. So i cant even log in to the game keeps checking for updates. I will tally up how much i have spent on this game and would like a full refund. Game was awesome had such a laugh with ppl. You have just messed it up. I have jusy purchasedca 9.99 army deal for 30 days and you have taken my money but noy given me the deal
Jeff Nolasco	5	October 7, 2020	It's ok to game but would you like me give the lion tank in my accnt pls for free
Ish Qanda	2	October 7, 2020	This game was not to bad
Erick Gabriel	5	October 8, 2020	ITS BETTER now . guys . Best RPG Games of all . and Mobile Graphics Is Super good at all . Thanks too the Help of chat assistant . My Lost account is retrieve now
Dsg	1	October 8, 2020	It's just bad...
Lt General Goon	4	October 8, 2020	Typical money grab kinda game along the lines of ebony/evony/clash of clans but with a military feel.
Tristan Waller	1	October 8, 2020	1 hour in and still doing tutorial? Ridiculous game. Delete!
Suhaimie Mie gallery	5	October 8, 2020	Good
Ichika Sakura 初音の春風 ASMR	4	October 8, 2020	Good game but there are something which I don't like,it is hard to get units (at least for now),also the energy regain is too slow but overall it is a nice game
David Reid	1	October 9, 2020	The game was fun before now it's a joke you get attacked you land somewhere else they burn you no protection no chance of recovery nothing it's a joke now.. don't even try playing this game
Rafail Spari	4	October 9, 2020	How do you leave the alliance? I can't pass my leadership to my next one..... How to promote him?. Can't find the button
Lelin Bernard	1	October 9, 2020	Great graphics, great try, but very very boring game. Really hate that others can attack you but you can't retaliate. Also you can't make that many units. Talk about false advertising in the ad video that's just everywhere now
Paolo benoman	3	October 9, 2020	So many bugs after update the devs didnt do their job well
A Google user	2	October 9, 2020	no way back if you advance a level..end up being burnt every 5 minutes and no way out of it
Damage Games	4	October 10, 2020	A great game overall but I wish that you could reset your progress.
Mirosław Filus	1	October 10, 2020	I used to love that game, but last update nerfed officers and game is boring and to slow. Devs haven't gave any compensation for losing many officers levels. Now it all benefits pay to win players more than before. I'm from early beta test in this game and literally start losing interest in this game. WELL DONE.
Alan Krysiak	5	October 10, 2020	Put white light on Out of the box 4pm 8 0000000000000009pm
Anthony Pettinato	4	October 10, 2020	Just overall fun with excellent performance!
Andrew Hazelton	2	October 10, 2020	Tutorial takes forever, when can I play the game?? You are just met with a barrage of pop up message telling you to press upgrades. It's way too much info to take in so you are just aimlessly pressing buttons hoping to eventually get to play the game. It's not engaging or fun, I have given up as you won't let me play the game. Deleting...
Dmitrijs Linics	5	October 11, 2020	Awesome game. Please do some updates
Daelin Calahaisn	1	October 11, 2020	Nothing like it was advertised as
Adrian Cox	2	October 11, 2020	Stuck with upgrading base and it gets destroyed evertime I log in
Isaac_07	3	October 11, 2020	Downloaded 3 times still at the same progress and the mechanics is bad
Charlie McClone	5	October 11, 2020	Really good game my favourite game so far I would like to see ww1 planes as a fighting troop that would be fantastic
Box Monkey	5	October 11, 2020	It's a very fun game when you get in a alliance
DR HACKER 61	1	October 12, 2020	I spent money and a week playing this game i bought a new tablet I thought my account was already linked So I factory reset my old device and download the game on my new tablet first I spent 10nmins doing a tutorial which I already done then I switch to my main Gmail apparently it wasn't linked like wow all my work gone cus this game doesn't ask if you wanna link your account. The game is fun .
SCP Secret Laboratory MC	5	October 12, 2020	Ttf
Mike Quentel	1	October 13, 2020	Unable to start...hangs indefinitely. Android 8.1.0
Jaja G	2	October 13, 2020	Been enjoying this game for a couple of weeks but for an unknown reason, suddenly I can't play it on my phone (huawei mate 8). The game can't even launch. But I didn't have any issues playing it on my tablet (huawei m3) . Lucky I linked my Google account or I would've lost all my hard earned progress. But why though. Now I can't play it in the day when I don't have my tab. I've tried reinstalling it to my phone to no avail.
Donna LaPalme	4	October 13, 2020	My experience so far is fantastic
The Perry Gamer	5	October 13, 2020	No ads great game play
azmi bidin	5	October 13, 2020	👍👍👍👍
ghostpost956	4	October 13, 2020	Good
Martin Gaudet	1	October 13, 2020	Terrible pay to win game, ads are extremely misleading and are not relevant to the actual gameplay
Kacy Glasford	5	October 14, 2020	Nice
Anthony Hughes	1	October 14, 2020	ITS RUBBISH IT SAYS TAP TO ENABLE BASE AND NOTHING HAPPENS HOPE IT GETS SORTED SOON PLEASE
János Gyurcsics	5	October 14, 2020	Updated review: very addicting game. Recomended
Larry C. Mbata	4	October 14, 2020	The game could use more improvement to keep people engaged, overall I like the game. But like most people I could also get bored if it becomes repetitive
Kariel Windas	5	October 14, 2020	Love this game!
mark b	1	October 14, 2020	! BEWERE ! DONT SPEND MONEY ON THIS GAME.developers playing this game .dont spend any money on this.its a con .beware top alliances run by developers to make you spend money.... CHEATS..DONT SPEND MONEY ON THIS GAME YOUR GETTING ROBBED .......
Dessiree Holt	5	October 14, 2020	Diverse game experience. SO nice!
N0V4	4	October 14, 2020	It's very fun to play when there is nothing better to do but I have an issue when I zoom out to access the world map it crashes.
Kxuwsk Dudson	5	October 14, 2020	So many different levels and mysteries!
Bryan Uy	1	October 14, 2020	I cannot open the game. It prompt me to upload the game but no upate on google play.
vibratility coenodioecism	5	October 14, 2020	The map is enormously big! With real-time battles, the game is giving me lots of good time.
Pleuronectes ambilateralaterally	5	October 14, 2020	Really exciting and fun! Don't you play?
becudgel battailous	5	October 14, 2020	Awesome and adictive game
dehorner scolding	5	October 14, 2020	Cool game!
Mahdi Keshavarzian	3	October 14, 2020	It gets boring jus[ after 3 days
Doralee Warsop	5	October 14, 2020	I like the graphic design of the game! Very eye pleasing.
unpraiseful gullible	5	October 14, 2020	I would play this game all day every day.
torridest quinonize	5	October 14, 2020	What an exciting game, I like it.
ethanethial overdrew	5	October 14, 2020	All reward models are friendly to novices
snouty scrutinies	5	October 15, 2020	It is fun, it is worth downloading and playing.
unraked pokeattacheship	5	October 15, 2020	I just don’t know if I just played.
Nestorianize supplicants	5	October 15, 2020	Very good! Recommended!
Jack Coady	5	October 15, 2020	Great
solenostomous antimisanthropia	5	October 15, 2020	Nice game
James Magowan	2	October 15, 2020	Lots of marketing, but very formulaic game that is over complicated and overly procedural. I tried it twice, based on the amount of ads being pushed on it, but no joy.
O2 to breathe	5	October 15, 2020	The best game on earth, theres so much fake about this kind of controls a little tip: if u cant press anything in the assembly (like me) go on another app for like 5 seconds and come back!!
Sorbipher Miguel	1	October 15, 2020	Not my type of game.
Debbie	5	October 15, 2020	Its amazing this is how is top 1
Ocwinr Lipgens	5	October 15, 2020	Gotta give my support to such a great game!
cellarous motived	5	October 15, 2020	really nice game I really enjoy everything....
phlogiston assizement	5	October 15, 2020	it's so fun that you won't regret it.
Raiscloakedly bakestone	5	October 15, 2020	Easy to get started.
sprayboard dehydrase	5	October 15, 2020	Music really matches the game.
unperfectedly lightish	5	October 15, 2020	Cool weapons and battle scenes.
overcautious carboxylase	5	October 15, 2020	Nice
heroes unitary	5	October 15, 2020	Nice war-theme game!
Czu Fawcus	5	October 15, 2020	Just a wonderful game
Vic Tor	1	October 15, 2020	boring gameplay. looks nice though. lots of eye candy, but gameplay is bland.
inflective foreshoe	5	October 15, 2020	Love this game!
shahzwan iwan	5	October 15, 2020	I can't wait for the next update 😍(cause this is my favorite game😍)
steam underworld	5	October 15, 2020	Cool game! Really realistic and fun!
Kieron clegg	5	October 15, 2020	Really good game and when i load it up it say update filed plz fix
